CrewID,FlightNumber,DutyStartTime,DutyEndTime,DutyType,Status
90,1248,2024-03-12 05:26:00,2024-03-12 15:37:00,Rest,Assigned
19,1248,2024-03-12 05:26:00,2024-03-12 15:37:00,Rest,Assigned
497,1248,2024-03-12 05:26:00,2024-03-12 15:37:00,Standby Duty,Assigned
690,1249,2024-07-27 05:04:00,2024-07-27 14:43:00,Rest,Assigned
45,1249,2024-07-27 05:04:00,2024-07-27 14:43:00,Rest,Assigned
7,1249,2024-07-27 05:04:00,2024-07-27 14:43:00,Rest,Assigned
101,1250,2024-01-12 21:40:00,2024-01-13 10:15:00,Flight Duty,Assigned
87,1250,2024-01-12 21:40:00,2024-01-13 10:15:00,Rest,Assigned
409,1250,2024-01-12 21:40:00,2024-01-13 10:15:00,Flight Duty,Assigned
995,1251,2024-11-22 17:42:00,2024-11-23 06:18:00,Standby Duty,Assigned
806,1251,2024-11-22 17:42:00,2024-11-23 06:18:00,Rest,Assigned
413,1251,2024-11-22 17:42:00,2024-11-23 06:18:00,Flight Duty,Assigned
147,1252,2024-10-04 21:35:00,2024-10-05 10:27:00,Standby Duty,Assigned
704,1252,2024-10-04 21:35:00,2024-10-05 10:27:00,Flight Duty,Assigned
826,1252,2024-10-04 21:35:00,2024-10-05 10:27:00,Rest,Assigned
628,1252,2024-10-04 21:35:00,2024-10-05 10:27:00,Flight Duty,Assigned
714,1252,2024-10-04 21:35:00,2024-10-05 10:27:00,Standby Duty,Assigned
999,1253,2024-03-31 11:33:00,2024-04-01 00:00:00,Rest,Assigned
106,1253,2024-03-31 11:33:00,2024-04-01 00:00:00,Flight Duty,Assigned
622,1253,2024-03-31 11:33:00,2024-04-01 00:00:00,Rest,Assigned
626,1254,2024-05-05 00:25:00,2024-05-05 11:22:00,Rest,Assigned
747,1254,2024-05-05 00:25:00,2024-05-05 11:22:00,Standby Duty,Assigned
234,1254,2024-05-05 00:25:00,2024-05-05 11:22:00,Rest,Assigned
493,1255,2024-03-19 08:55:00,2024-03-19 18:09:00,Standby Duty,Assigned
370,1255,2024-03-19 08:55:00,2024-03-19 18:09:00,Standby Duty,Assigned
172,1256,2024-03-25 09:07:00,2024-03-25 22:33:00,Standby Duty,Assigned
137,1256,2024-03-25 09:07:00,2024-03-25 22:33:00,Flight Duty,Assigned
111,1256,2024-03-25 09:07:00,2024-03-25 22:33:00,Rest,Assigned
467,1257,2024-05-22 23:18:00,2024-05-23 09:34:00,Standby Duty,Assigned
170,1257,2024-05-22 23:18:00,2024-05-23 09:34:00,Flight Duty,Assigned
430,1257,2024-05-22 23:18:00,2024-05-23 09:34:00,Standby Duty,Assigned
874,1257,2024-05-22 23:18:00,2024-05-23 09:34:00,Standby Duty,Assigned
238,1258,2024-03-24 12:13:00,2024-03-25 02:34:00,Rest,Assigned
581,1258,2024-03-24 12:13:00,2024-03-25 02:34:00,Flight Duty,Assigned
728,1258,2024-03-24 12:13:00,2024-03-25 02:34:00,Flight Duty,Assigned
8,1258,2024-03-24 12:13:00,2024-03-25 02:34:00,Rest,Assigned
905,1258,2024-03-24 12:13:00,2024-03-25 02:34:00,Rest,Assigned
796,1258,2024-03-24 12:13:00,2024-03-25 02:34:00,Rest,Assigned
699,1259,2024-08-28 19:50:00,2024-08-29 02:50:00,Standby Duty,Assigned
689,1259,2024-08-28 19:50:00,2024-08-29 02:50:00,Rest,Assigned
848,1259,2024-08-28 19:50:00,2024-08-29 02:50:00,Flight Duty,Assigned
165,1260,2024-03-06 13:43:00,2024-03-07 04:24:00,Rest,Assigned
963,1260,2024-03-06 13:43:00,2024-03-07 04:24:00,Flight Duty,Assigned
506,1260,2024-03-06 13:43:00,2024-03-07 04:24:00,Flight Duty,Assigned
947,1261,2024-11-06 23:44:00,2024-11-07 08:37:00,Standby Duty,Assigned
689,1261,2024-11-06 23:44:00,2024-11-07 08:37:00,Standby Duty,Assigned
573,1261,2024-11-06 23:44:00,2024-11-07 08:37:00,Standby Duty,Assigned
16,1261,2024-11-06 23:44:00,2024-11-07 08:37:00,Flight Duty,Assigned
235,1262,2024-08-16 10:06:00,2024-08-16 22:06:00,Flight Duty,Assigned
160,1262,2024-08-16 10:06:00,2024-08-16 22:06:00,Standby Duty,Assigned
243,1262,2024-08-16 10:06:00,2024-08-16 22:06:00,Standby Duty,Assigned
997,1262,2024-08-16 10:06:00,2024-08-16 22:06:00,Standby Duty,Assigned
706,1262,2024-08-16 10:06:00,2024-08-16 22:06:00,Rest,Assigned
387,1262,2024-08-16 10:06:00,2024-08-16 22:06:00,Flight Duty,Assigned
791,1263,2024-02-06 07:30:00,2024-02-06 19:43:00,Flight Duty,Assigned
743,1263,2024-02-06 07:30:00,2024-02-06 19:43:00,Rest,Assigned
197,1264,2024-06-13 22:10:00,2024-06-14 08:06:00,Standby Duty,Assigned
375,1264,2024-06-13 22:10:00,2024-06-14 08:06:00,Flight Duty,Assigned
988,1264,2024-06-13 22:10:00,2024-06-14 08:06:00,Flight Duty,Assigned
409,1264,2024-06-13 22:10:00,2024-06-14 08:06:00,Flight Duty,Assigned
244,1264,2024-06-13 22:10:00,2024-06-14 08:06:00,Rest,Assigned
491,1265,2024-12-01 09:31:00,2024-12-01 19:08:00,Standby Duty,Assigned
792,1265,2024-12-01 09:31:00,2024-12-01 19:08:00,Standby Duty,Assigned
667,1265,2024-12-01 09:31:00,2024-12-01 19:08:00,Rest,Assigned
144,1266,2024-07-30 22:30:00,2024-07-31 10:46:00,Rest,Assigned
279,1266,2024-07-30 22:30:00,2024-07-31 10:46:00,Rest,Assigned
74,1266,2024-07-30 22:30:00,2024-07-31 10:46:00,Flight Duty,Assigned
710,1266,2024-07-30 22:30:00,2024-07-31 10:46:00,Flight Duty,Assigned
883,1267,2024-09-24 09:31:00,2024-09-24 21:51:00,Standby Duty,Assigned
328,1267,2024-09-24 09:31:00,2024-09-24 21:51:00,Flight Duty,Assigned
740,1267,2024-09-24 09:31:00,2024-09-24 21:51:00,Flight Duty,Assigned
34,1267,2024-09-24 09:31:00,2024-09-24 21:51:00,Standby Duty,Assigned
544,1267,2024-09-24 09:31:00,2024-09-24 21:51:00,Standby Duty,Assigned
375,1268,2024-02-19 17:50:00,2024-02-20 06:07:00,Standby Duty,Assigned
658,1268,2024-02-19 17:50:00,2024-02-20 06:07:00,Rest,Assigned
549,1268,2024-02-19 17:50:00,2024-02-20 06:07:00,Standby Duty,Assigned
833,1268,2024-02-19 17:50:00,2024-02-20 06:07:00,Standby Duty,Assigned
189,1268,2024-02-19 17:50:00,2024-02-20 06:07:00,Rest,Assigned
139,1269,2024-01-06 22:45:00,2024-01-07 10:56:00,Standby Duty,Assigned
967,1269,2024-01-06 22:45:00,2024-01-07 10:56:00,Flight Duty,Assigned
49,1270,2024-07-25 11:44:00,2024-07-25 18:29:00,Standby Duty,Assigned
840,1270,2024-07-25 11:44:00,2024-07-25 18:29:00,Standby Duty,Assigned
206,1270,2024-07-25 11:44:00,2024-07-25 18:29:00,Standby Duty,Assigned
941,1270,2024-07-25 11:44:00,2024-07-25 18:29:00,Standby Duty,Assigned
518,1271,2024-08-27 14:57:00,2024-08-28 03:17:00,Rest,Assigned
571,1271,2024-08-27 14:57:00,2024-08-28 03:17:00,Rest,Assigned
120,1271,2024-08-27 14:57:00,2024-08-28 03:17:00,Standby Duty,Assigned
213,1271,2024-08-27 14:57:00,2024-08-28 03:17:00,Rest,Assigned
681,1272,2024-12-05 01:53:00,2024-12-05 08:29:00,Rest,Assigned
561,1272,2024-12-05 01:53:00,2024-12-05 08:29:00,Standby Duty,Assigned
868,1272,2024-12-05 01:53:00,2024-12-05 08:29:00,Flight Duty,Assigned
64,1273,2024-03-10 23:39:00,2024-03-11 09:50:00,Rest,Assigned
418,1273,2024-03-10 23:39:00,2024-03-11 09:50:00,Flight Duty,Assigned
846,1274,2024-12-07 03:19:00,2024-12-07 09:24:00,Flight Duty,Assigned
73,1274,2024-12-07 03:19:00,2024-12-07 09:24:00,Standby Duty,Assigned
733,1275,2024-08-03 07:57:00,2024-08-03 21:24:00,Flight Duty,Assigned
124,1275,2024-08-03 07:57:00,2024-08-03 21:24:00,Flight Duty,Assigned
872,1275,2024-08-03 07:57:00,2024-08-03 21:24:00,Rest,Assigned
126,1275,2024-08-03 07:57:00,2024-08-03 21:24:00,Flight Duty,Assigned
685,1276,2024-11-23 10:41:00,2024-11-23 18:10:00,Standby Duty,Assigned
225,1276,2024-11-23 10:41:00,2024-11-23 18:10:00,Rest,Assigned
933,1276,2024-11-23 10:41:00,2024-11-23 18:10:00,Rest,Assigned
716,1276,2024-11-23 10:41:00,2024-11-23 18:10:00,Rest,Assigned
256,1276,2024-11-23 10:41:00,2024-11-23 18:10:00,Flight Duty,Assigned
890,1277,2024-01-28 15:32:00,2024-01-29 04:42:00,Standby Duty,Assigned
144,1277,2024-01-28 15:32:00,2024-01-29 04:42:00,Flight Duty,Assigned
416,1277,2024-01-28 15:32:00,2024-01-29 04:42:00,Standby Duty,Assigned
506,1277,2024-01-28 15:32:00,2024-01-29 04:42:00,Rest,Assigned
460,1277,2024-01-28 15:32:00,2024-01-29 04:42:00,Standby Duty,Assigned
429,1278,2024-05-08 00:52:00,2024-05-08 08:42:00,Rest,Assigned
350,1278,2024-05-08 00:52:00,2024-05-08 08:42:00,Flight Duty,Assigned
968,1278,2024-05-08 00:52:00,2024-05-08 08:42:00,Rest,Assigned
523,1278,2024-05-08 00:52:00,2024-05-08 08:42:00,Flight Duty,Assigned
165,1278,2024-05-08 00:52:00,2024-05-08 08:42:00,Standby Duty,Assigned
573,1278,2024-05-08 00:52:00,2024-05-08 08:42:00,Flight Duty,Assigned
300,1279,2024-03-11 23:11:00,2024-03-12 03:50:00,Standby Duty,Assigned
835,1279,2024-03-11 23:11:00,2024-03-12 03:50:00,Standby Duty,Assigned
71,1279,2024-03-11 23:11:00,2024-03-12 03:50:00,Rest,Assigned
700,1280,2024-04-16 22:53:00,2024-04-17 14:26:00,Rest,Assigned
259,1280,2024-04-16 22:53:00,2024-04-17 14:26:00,Rest,Assigned
623,1281,2024-07-13 11:18:00,2024-07-13 19:07:00,Rest,Assigned
243,1281,2024-07-13 11:18:00,2024-07-13 19:07:00,Rest,Assigned
234,1282,2024-01-04 18:45:00,2024-01-05 01:45:00,Standby Duty,Assigned
247,1282,2024-01-04 18:45:00,2024-01-05 01:45:00,Flight Duty,Assigned
242,1282,2024-01-04 18:45:00,2024-01-05 01:45:00,Standby Duty,Assigned
949,1283,2024-07-12 15:51:00,2024-07-13 02:27:00,Flight Duty,Assigned
880,1283,2024-07-12 15:51:00,2024-07-13 02:27:00,Rest,Assigned
661,1284,2024-07-13 12:22:00,2024-07-13 22:11:00,Flight Duty,Assigned
888,1284,2024-07-13 12:22:00,2024-07-13 22:11:00,Standby Duty,Assigned
965,1284,2024-07-13 12:22:00,2024-07-13 22:11:00,Standby Duty,Assigned
584,1284,2024-07-13 12:22:00,2024-07-13 22:11:00,Standby Duty,Assigned
866,1284,2024-07-13 12:22:00,2024-07-13 22:11:00,Rest,Assigned
620,1285,2024-05-16 12:21:00,2024-05-16 19:58:00,Standby Duty,Assigned
676,1285,2024-05-16 12:21:00,2024-05-16 19:58:00,Rest,Assigned
107,1285,2024-05-16 12:21:00,2024-05-16 19:58:00,Rest,Assigned
134,1286,2024-10-08 07:01:00,2024-10-08 15:38:00,Flight Duty,Assigned
326,1286,2024-10-08 07:01:00,2024-10-08 15:38:00,Rest,Assigned
290,1286,2024-10-08 07:01:00,2024-10-08 15:38:00,Standby Duty,Assigned
75,1287,2024-12-05 17:39:00,2024-12-06 01:52:00,Flight Duty,Assigned
259,1287,2024-12-05 17:39:00,2024-12-06 01:52:00,Rest,Assigned
988,1288,2024-05-30 10:33:00,2024-05-30 18:57:00,Rest,Assigned
88,1288,2024-05-30 10:33:00,2024-05-30 18:57:00,Standby Duty,Assigned
766,1288,2024-05-30 10:33:00,2024-05-30 18:57:00,Standby Duty,Assigned
11,1288,2024-05-30 10:33:00,2024-05-30 18:57:00,Standby Duty,Assigned
832,1289,2024-07-03 16:47:00,2024-07-04 05:08:00,Standby Duty,Assigned
840,1289,2024-07-03 16:47:00,2024-07-04 05:08:00,Flight Duty,Assigned
26,1289,2024-07-03 16:47:00,2024-07-04 05:08:00,Rest,Assigned
17,1289,2024-07-03 16:47:00,2024-07-04 05:08:00,Rest,Assigned
505,1290,2024-08-06 06:07:00,2024-08-06 19:48:00,Standby Duty,Assigned
566,1290,2024-08-06 06:07:00,2024-08-06 19:48:00,Rest,Assigned
662,1290,2024-08-06 06:07:00,2024-08-06 19:48:00,Standby Duty,Assigned
812,1290,2024-08-06 06:07:00,2024-08-06 19:48:00,Rest,Assigned
212,1291,2024-05-15 14:20:00,2024-05-15 22:34:00,Rest,Assigned
265,1291,2024-05-15 14:20:00,2024-05-15 22:34:00,Flight Duty,Assigned
915,1291,2024-05-15 14:20:00,2024-05-15 22:34:00,Rest,Assigned
947,1291,2024-05-15 14:20:00,2024-05-15 22:34:00,Flight Duty,Assigned
617,1292,2024-09-24 05:50:00,2024-09-24 17:29:00,Flight Duty,Assigned
68,1292,2024-09-24 05:50:00,2024-09-24 17:29:00,Rest,Assigned
934,1292,2024-09-24 05:50:00,2024-09-24 17:29:00,Standby Duty,Assigned
133,1292,2024-09-24 05:50:00,2024-09-24 17:29:00,Rest,Assigned
929,1292,2024-09-24 05:50:00,2024-09-24 17:29:00,Flight Duty,Assigned
779,1292,2024-09-24 05:50:00,2024-09-24 17:29:00,Flight Duty,Assigned
998,1293,2024-02-19 12:30:00,2024-02-19 19:47:00,Standby Duty,Assigned
361,1293,2024-02-19 12:30:00,2024-02-19 19:47:00,Flight Duty,Assigned
973,1293,2024-02-19 12:30:00,2024-02-19 19:47:00,Rest,Assigned
891,1294,2024-05-05 07:05:00,2024-05-05 14:56:00,Flight Duty,Assigned
371,1294,2024-05-05 07:05:00,2024-05-05 14:56:00,Flight Duty,Assigned
855,1294,2024-05-05 07:05:00,2024-05-05 14:56:00,Standby Duty,Assigned
969,1294,2024-05-05 07:05:00,2024-05-05 14:56:00,Standby Duty,Assigned
419,1294,2024-05-05 07:05:00,2024-05-05 14:56:00,Standby Duty,Assigned
738,1295,2024-08-07 15:23:00,2024-08-08 01:46:00,Flight Duty,Assigned
203,1295,2024-08-07 15:23:00,2024-08-08 01:46:00,Standby Duty,Assigned
10,1295,2024-08-07 15:23:00,2024-08-08 01:46:00,Flight Duty,Assigned
303,1295,2024-08-07 15:23:00,2024-08-08 01:46:00,Rest,Assigned
779,1296,2024-03-29 13:36:00,2024-03-29 22:39:00,Rest,Assigned
592,1296,2024-03-29 13:36:00,2024-03-29 22:39:00,Standby Duty,Assigned
106,1297,2024-07-16 15:08:00,2024-07-17 02:08:00,Standby Duty,Assigned
861,1297,2024-07-16 15:08:00,2024-07-17 02:08:00,Standby Duty,Assigned
919,1297,2024-07-16 15:08:00,2024-07-17 02:08:00,Rest,Assigned
945,1298,2024-05-14 12:21:00,2024-05-14 20:46:00,Rest,Assigned
578,1298,2024-05-14 12:21:00,2024-05-14 20:46:00,Flight Duty,Assigned
56,1298,2024-05-14 12:21:00,2024-05-14 20:46:00,Flight Duty,Assigned
852,1299,2024-08-25 10:23:00,2024-08-25 21:43:00,Rest,Assigned
960,1299,2024-08-25 10:23:00,2024-08-25 21:43:00,Rest,Assigned
389,1299,2024-08-25 10:23:00,2024-08-25 21:43:00,Flight Duty,Assigned
22,1299,2024-08-25 10:23:00,2024-08-25 21:43:00,Flight Duty,Assigned
718,1300,2024-05-01 19:43:00,2024-05-02 08:02:00,Rest,Assigned
357,1300,2024-05-01 19:43:00,2024-05-02 08:02:00,Flight Duty,Assigned
847,1300,2024-05-01 19:43:00,2024-05-02 08:02:00,Standby Duty,Assigned
722,1300,2024-05-01 19:43:00,2024-05-02 08:02:00,Flight Duty,Assigned
98,1301,2024-09-15 02:37:00,2024-09-15 12:41:00,Standby Duty,Assigned
964,1301,2024-09-15 02:37:00,2024-09-15 12:41:00,Rest,Assigned
90,1302,2024-05-16 15:50:00,2024-05-16 20:41:00,Standby Duty,Assigned
367,1302,2024-05-16 15:50:00,2024-05-16 20:41:00,Rest,Assigned
678,1302,2024-05-16 15:50:00,2024-05-16 20:41:00,Flight Duty,Assigned
771,1302,2024-05-16 15:50:00,2024-05-16 20:41:00,Flight Duty,Assigned
788,1302,2024-05-16 15:50:00,2024-05-16 20:41:00,Rest,Assigned
486,1303,2024-02-25 21:25:00,2024-02-26 05:33:00,Rest,Assigned
94,1303,2024-02-25 21:25:00,2024-02-26 05:33:00,Standby Duty,Assigned
511,1303,2024-02-25 21:25:00,2024-02-26 05:33:00,Flight Duty,Assigned
667,1303,2024-02-25 21:25:00,2024-02-26 05:33:00,Flight Duty,Assigned
39,1303,2024-02-25 21:25:00,2024-02-26 05:33:00,Flight Duty,Assigned
92,1304,2024-12-02 10:37:00,2024-12-02 19:32:00,Rest,Assigned
786,1304,2024-12-02 10:37:00,2024-12-02 19:32:00,Flight Duty,Assigned
586,1305,2024-11-12 19:12:00,2024-11-13 05:44:00,Standby Duty,Assigned
607,1305,2024-11-12 19:12:00,2024-11-13 05:44:00,Rest,Assigned
940,1305,2024-11-12 19:12:00,2024-11-13 05:44:00,Standby Duty,Assigned
445,1305,2024-11-12 19:12:00,2024-11-13 05:44:00,Flight Duty,Assigned
1000,1305,2024-11-12 19:12:00,2024-11-13 05:44:00,Rest,Assigned
941,1305,2024-11-12 19:12:00,2024-11-13 05:44:00,Flight Duty,Assigned
746,1306,2024-05-09 13:05:00,2024-05-09 22:45:00,Flight Duty,Assigned
388,1306,2024-05-09 13:05:00,2024-05-09 22:45:00,Standby Duty,Assigned
343,1306,2024-05-09 13:05:00,2024-05-09 22:45:00,Standby Duty,Assigned
198,1306,2024-05-09 13:05:00,2024-05-09 22:45:00,Flight Duty,Assigned
551,1307,2024-12-06 11:48:00,2024-12-06 22:08:00,Standby Duty,Assigned
90,1307,2024-12-06 11:48:00,2024-12-06 22:08:00,Rest,Assigned
51,1307,2024-12-06 11:48:00,2024-12-06 22:08:00,Standby Duty,Assigned
606,1307,2024-12-06 11:48:00,2024-12-06 22:08:00,Rest,Assigned
420,1308,2024-07-14 18:14:00,2024-07-15 03:01:00,Flight Duty,Assigned
833,1308,2024-07-14 18:14:00,2024-07-15 03:01:00,Flight Duty,Assigned
228,1308,2024-07-14 18:14:00,2024-07-15 03:01:00,Standby Duty,Assigned
129,1308,2024-07-14 18:14:00,2024-07-15 03:01:00,Rest,Assigned
925,1309,2024-11-21 09:01:00,2024-11-21 19:00:00,Flight Duty,Assigned
523,1309,2024-11-21 09:01:00,2024-11-21 19:00:00,Standby Duty,Assigned
882,1309,2024-11-21 09:01:00,2024-11-21 19:00:00,Rest,Assigned
652,1309,2024-11-21 09:01:00,2024-11-21 19:00:00,Standby Duty,Assigned
809,1310,2024-11-03 05:03:00,2024-11-03 16:55:00,Standby Duty,Assigned
971,1310,2024-11-03 05:03:00,2024-11-03 16:55:00,Rest,Assigned
955,1310,2024-11-03 05:03:00,2024-11-03 16:55:00,Flight Duty,Assigned
108,1311,2024-08-06 04:59:00,2024-08-06 15:09:00,Standby Duty,Assigned
580,1311,2024-08-06 04:59:00,2024-08-06 15:09:00,Standby Duty,Assigned
198,1311,2024-08-06 04:59:00,2024-08-06 15:09:00,Standby Duty,Assigned
884,1311,2024-08-06 04:59:00,2024-08-06 15:09:00,Flight Duty,Assigned
341,1311,2024-08-06 04:59:00,2024-08-06 15:09:00,Rest,Assigned
539,1312,2024-07-30 03:25:00,2024-07-30 10:40:00,Rest,Assigned
409,1312,2024-07-30 03:25:00,2024-07-30 10:40:00,Standby Duty,Assigned
87,1313,2024-01-14 22:57:00,2024-01-15 09:47:00,Rest,Assigned
151,1313,2024-01-14 22:57:00,2024-01-15 09:47:00,Flight Duty,Assigned
624,1313,2024-01-14 22:57:00,2024-01-15 09:47:00,Rest,Assigned
728,1313,2024-01-14 22:57:00,2024-01-15 09:47:00,Standby Duty,Assigned
753,1314,2024-06-24 17:44:00,2024-06-25 06:37:00,Flight Duty,Assigned
807,1314,2024-06-24 17:44:00,2024-06-25 06:37:00,Standby Duty,Assigned
878,1314,2024-06-24 17:44:00,2024-06-25 06:37:00,Rest,Assigned
611,1314,2024-06-24 17:44:00,2024-06-25 06:37:00,Standby Duty,Assigned
974,1314,2024-06-24 17:44:00,2024-06-25 06:37:00,Rest,Assigned
717,1314,2024-06-24 17:44:00,2024-06-25 06:37:00,Standby Duty,Assigned
220,1315,2024-11-11 06:27:00,2024-11-11 14:43:00,Flight Duty,Assigned
183,1315,2024-11-11 06:27:00,2024-11-11 14:43:00,Standby Duty,Assigned
896,1315,2024-11-11 06:27:00,2024-11-11 14:43:00,Rest,Assigned
25,1315,2024-11-11 06:27:00,2024-11-11 14:43:00,Standby Duty,Assigned
805,1315,2024-11-11 06:27:00,2024-11-11 14:43:00,Standby Duty,Assigned
100,1315,2024-11-11 06:27:00,2024-11-11 14:43:00,Standby Duty,Assigned
197,1316,2024-01-21 13:42:00,2024-01-22 02:28:00,Standby Duty,Assigned
477,1316,2024-01-21 13:42:00,2024-01-22 02:28:00,Flight Duty,Assigned
330,1316,2024-01-21 13:42:00,2024-01-22 02:28:00,Flight Duty,Assigned
322,1316,2024-01-21 13:42:00,2024-01-22 02:28:00,Rest,Assigned
497,1316,2024-01-21 13:42:00,2024-01-22 02:28:00,Rest,Assigned
869,1316,2024-01-21 13:42:00,2024-01-22 02:28:00,Flight Duty,Assigned
337,1317,2024-03-18 05:40:00,2024-03-18 14:40:00,Standby Duty,Assigned
953,1317,2024-03-18 05:40:00,2024-03-18 14:40:00,Flight Duty,Assigned
661,1317,2024-03-18 05:40:00,2024-03-18 14:40:00,Standby Duty,Assigned
924,1317,2024-03-18 05:40:00,2024-03-18 14:40:00,Flight Duty,Assigned
411,1317,2024-03-18 05:40:00,2024-03-18 14:40:00,Rest,Assigned
713,1317,2024-03-18 05:40:00,2024-03-18 14:40:00,Flight Duty,Assigned
875,1318,2024-09-03 19:46:00,2024-09-04 04:05:00,Standby Duty,Assigned
898,1318,2024-09-03 19:46:00,2024-09-04 04:05:00,Flight Duty,Assigned
644,1319,2024-09-17 19:25:00,2024-09-18 07:18:00,Standby Duty,Assigned
731,1319,2024-09-17 19:25:00,2024-09-18 07:18:00,Standby Duty,Assigned
955,1319,2024-09-17 19:25:00,2024-09-18 07:18:00,Standby Duty,Assigned
330,1319,2024-09-17 19:25:00,2024-09-18 07:18:00,Flight Duty,Assigned
776,1319,2024-09-17 19:25:00,2024-09-18 07:18:00,Standby Duty,Assigned
932,1319,2024-09-17 19:25:00,2024-09-18 07:18:00,Flight Duty,Assigned
545,1320,2024-12-05 16:41:00,2024-12-06 06:21:00,Rest,Assigned
54,1320,2024-12-05 16:41:00,2024-12-06 06:21:00,Flight Duty,Assigned
204,1320,2024-12-05 16:41:00,2024-12-06 06:21:00,Flight Duty,Assigned
957,1320,2024-12-05 16:41:00,2024-12-06 06:21:00,Standby Duty,Assigned
166,1320,2024-12-05 16:41:00,2024-12-06 06:21:00,Rest,Assigned
387,1320,2024-12-05 16:41:00,2024-12-06 06:21:00,Flight Duty,Assigned
646,1321,2024-07-15 08:13:00,2024-07-15 17:53:00,Rest,Assigned
483,1321,2024-07-15 08:13:00,2024-07-15 17:53:00,Flight Duty,Assigned
191,1321,2024-07-15 08:13:00,2024-07-15 17:53:00,Standby Duty,Assigned
724,1321,2024-07-15 08:13:00,2024-07-15 17:53:00,Rest,Assigned
622,1321,2024-07-15 08:13:00,2024-07-15 17:53:00,Rest,Assigned
395,1321,2024-07-15 08:13:00,2024-07-15 17:53:00,Standby Duty,Assigned
701,1322,2024-05-10 19:17:00,2024-05-11 04:51:00,Rest,Assigned
676,1322,2024-05-10 19:17:00,2024-05-11 04:51:00,Flight Duty,Assigned
195,1323,2024-11-13 21:24:00,2024-11-14 07:29:00,Standby Duty,Assigned
469,1323,2024-11-13 21:24:00,2024-11-14 07:29:00,Standby Duty,Assigned
720,1323,2024-11-13 21:24:00,2024-11-14 07:29:00,Rest,Assigned
669,1323,2024-11-13 21:24:00,2024-11-14 07:29:00,Standby Duty,Assigned
961,1324,2024-10-02 10:34:00,2024-10-02 19:27:00,Standby Duty,Assigned
294,1324,2024-10-02 10:34:00,2024-10-02 19:27:00,Rest,Assigned
124,1324,2024-10-02 10:34:00,2024-10-02 19:27:00,Flight Duty,Assigned
550,1325,2024-11-15 13:24:00,2024-11-16 06:07:00,Flight Duty,Assigned
826,1325,2024-11-15 13:24:00,2024-11-16 06:07:00,Standby Duty,Assigned
445,1325,2024-11-15 13:24:00,2024-11-16 06:07:00,Standby Duty,Assigned
16,1325,2024-11-15 13:24:00,2024-11-16 06:07:00,Rest,Assigned
1000,1325,2024-11-15 13:24:00,2024-11-16 06:07:00,Standby Duty,Assigned
85,1326,2024-06-08 05:33:00,2024-06-08 15:36:00,Standby Duty,Assigned
963,1326,2024-06-08 05:33:00,2024-06-08 15:36:00,Standby Duty,Assigned
946,1326,2024-06-08 05:33:00,2024-06-08 15:36:00,Standby Duty,Assigned
576,1326,2024-06-08 05:33:00,2024-06-08 15:36:00,Standby Duty,Assigned
137,1327,2024-12-22 21:21:00,2024-12-23 08:10:00,Rest,Assigned
493,1327,2024-12-22 21:21:00,2024-12-23 08:10:00,Flight Duty,Assigned
854,1327,2024-12-22 21:21:00,2024-12-23 08:10:00,Standby Duty,Assigned
544,1328,2024-06-09 04:50:00,2024-06-09 12:31:00,Standby Duty,Assigned
861,1328,2024-06-09 04:50:00,2024-06-09 12:31:00,Standby Duty,Assigned
66,1328,2024-06-09 04:50:00,2024-06-09 12:31:00,Flight Duty,Assigned
316,1328,2024-06-09 04:50:00,2024-06-09 12:31:00,Flight Duty,Assigned
933,1328,2024-06-09 04:50:00,2024-06-09 12:31:00,Flight Duty,Assigned
904,1329,2024-03-14 10:02:00,2024-03-14 20:31:00,Flight Duty,Assigned
443,1329,2024-03-14 10:02:00,2024-03-14 20:31:00,Rest,Assigned
482,1330,2024-07-13 09:30:00,2024-07-13 23:28:00,Flight Duty,Assigned
399,1330,2024-07-13 09:30:00,2024-07-13 23:28:00,Rest,Assigned
162,1330,2024-07-13 09:30:00,2024-07-13 23:28:00,Rest,Assigned
37,1330,2024-07-13 09:30:00,2024-07-13 23:28:00,Rest,Assigned
436,1331,2024-05-16 23:03:00,2024-05-17 08:34:00,Rest,Assigned
387,1331,2024-05-16 23:03:00,2024-05-17 08:34:00,Standby Duty,Assigned
262,1331,2024-05-16 23:03:00,2024-05-17 08:34:00,Standby Duty,Assigned
843,1332,2024-09-14 17:17:00,2024-09-15 04:54:00,Flight Duty,Assigned
25,1332,2024-09-14 17:17:00,2024-09-15 04:54:00,Standby Duty,Assigned
346,1332,2024-09-14 17:17:00,2024-09-15 04:54:00,Standby Duty,Assigned
704,1332,2024-09-14 17:17:00,2024-09-15 04:54:00,Rest,Assigned
776,1332,2024-09-14 17:17:00,2024-09-15 04:54:00,Rest,Assigned
710,1332,2024-09-14 17:17:00,2024-09-15 04:54:00,Flight Duty,Assigned
394,1333,2024-04-30 23:39:00,2024-05-01 10:56:00,Rest,Assigned
220,1333,2024-04-30 23:39:00,2024-05-01 10:56:00,Flight Duty,Assigned
155,1333,2024-04-30 23:39:00,2024-05-01 10:56:00,Standby Duty,Assigned
181,1333,2024-04-30 23:39:00,2024-05-01 10:56:00,Flight Duty,Assigned
750,1333,2024-04-30 23:39:00,2024-05-01 10:56:00,Rest,Assigned
826,1334,2024-09-25 14:57:00,2024-09-26 02:58:00,Standby Duty,Assigned
714,1334,2024-09-25 14:57:00,2024-09-26 02:58:00,Standby Duty,Assigned
